"No.","Time","Source","Destination","Protocol","Length","Info"
"13370","35.938633754","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=77951951 Win=1649792 Len=0 TSval=1862681619 TSecr=3603075155"
"13371","35.938952052","93.184.215.201","192.168.3.246","TCP","1468","443  >  44046 [PSH, ACK] Seq=77951951 Ack=2747 Win=70144 Len=1400 TSval=3603075157 TSecr=1862681605 [TCP segment of a reassembled PDU]"
"13372","35.939742497","93.184.215.201","192.168.3.246","TCP","1468","443  >  44046 [ACK] Seq=77953351 Ack=2747 Win=70144 Len=1400 TSval=3603075158 TSecr=1862681606 [TCP segment of a reassembled PDU]"
"13373","35.939754314","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=77954751 Win=1649792 Len=0 TSval=1862681621 TSecr=3603075157"
"13374","35.940033706","93.184.215.201","192.168.3.246","TCP","2868","443  >  44046 [PSH, ACK] Seq=77954751 Ack=2747 Win=70144 Len=2800 TSval=3603075158 TSecr=1862681606 [TCP segment of a reassembled PDU]"
"13375","35.940041487","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=77957551 Win=1649792 Len=0 TSval=1862681621 TSecr=3603075158"
"13376","35.945833243","93.184.215.201","192.168.3.246","TCP","2868","443  >  44046 [ACK] Seq=77957551 Ack=2747 Win=70144 Len=2800 TSval=3603075164 TSecr=1862681610 [TCP segment of a reassembled PDU]"
"13377","35.945858943","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=77960351 Win=1649792 Len=0 TSval=1862681627 TSecr=3603075164"
"13378","35.945994120","93.184.215.201","192.168.3.246","SSLv2","16868","Encrypted Data, Continuation Data"
"13379","35.946010336","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=77977151 Win=1649792 Len=0 TSval=1862681627 TSecr=3603075164"
"13380","35.946035180","93.184.215.201","192.168.3.246","TLSv1.3","2868","Continuation Data"
"13381","35.946046193","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=77979951 Win=1649792 Len=0 TSval=1862681627 TSecr=3603075164"
"13382","35.946704791","93.184.215.201","192.168.3.246","TLSv1.3","21068","Continuation Data"
"13383","35.946733100","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78000951 Win=1649792 Len=0 TSval=1862681628 TSecr=3603075164"
"13384","35.946755666","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"13385","35.948762022","93.184.215.201","192.168.3.246","TCP","19668","443  >  44046 [PSH, ACK] Seq=78002351 Ack=2747 Win=70144 Len=19600 TSval=3603075164 TSecr=1862681612"
"13386","35.948788058","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78021951 Win=1649792 Len=0 TSval=1862681630 TSecr=3603075164"
"13387","35.948853497","93.184.215.201","192.168.3.246","TLSv1.3","23868","Continuation Data"
"13388","35.948868389","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78045751 Win=1649792 Len=0 TSval=1862681630 TSecr=3603075164"
"13389","35.948920835","93.184.215.201","192.168.3.246","TLSv1.3","23868","Continuation Data"
"13390","35.948933771","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78069551 Win=1649792 Len=0 TSval=1862681630 TSecr=3603075164"
"13391","35.948974068","93.184.215.201","192.168.3.246","TLSv1.3","16868","Continuation Data"
"13392","35.948987294","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78086351 Win=1649792 Len=0 TSval=1862681630 TSecr=3603075164"
"13393","35.949009973","93.184.215.201","192.168.3.246","TLSv1.3","5668","Continuation Data"
"13394","35.949019350","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78091951 Win=1649792 Len=0 TSval=1862681630 TSecr=3603075164"
"13395","35.949945653","93.184.215.201","192.168.3.246","TLSv1.3","18268","Continuation Data"
"13396","35.949970746","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78110151 Win=1649792 Len=0 TSval=1862681631 TSecr=3603075164"
"13397","35.950031151","93.184.215.201","192.168.3.246","TLSv1.3","23868","Continuation Data"
"13398","35.950045604","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78133951 Win=1649792 Len=0 TSval=1862681631 TSecr=3603075164"
"13399","35.950083569","93.184.215.201","192.168.3.246","TLSv1.3","16868","Continuation Data"
"13400","35.950096045","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78150751 Win=1649792 Len=0 TSval=1862681631 TSecr=3603075165"
"13401","35.950824281","93.184.215.201","192.168.3.246","TLSv1.3","2868","Continuation Data"
"13402","35.950850903","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78153551 Win=1649792 Len=0 TSval=1862681632 TSecr=3603075169"
"13403","35.952684215","93.184.215.201","192.168.3.246","TCP","4268","443  >  44046 [ACK] Seq=78153551 Ack=2747 Win=70144 Len=4200 TSval=3603075171 TSecr=1862681619"
"13404","35.952712003","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78157751 Win=1649792 Len=0 TSval=1862681633 TSecr=3603075171"
"13405","35.953020362","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"13406","35.954623897","93.184.215.201","192.168.3.246","TLSv1.3","4268","Continuation Data"
"13407","35.954634279","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78163351 Win=1649792 Len=0 TSval=1862681635 TSecr=3603075171"
"13408","35.954926785","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"13409","35.960790127","93.184.215.201","192.168.3.246","TLSv1.3","2868","Continuation Data"
"13410","35.960808991","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78167551 Win=1649792 Len=0 TSval=1862681642 TSecr=3603075173"
"13411","35.960944385","93.184.215.201","192.168.3.246","TLSv1.3","18268","Continuation Data"
"13412","35.960954648","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78185751 Win=1649792 Len=0 TSval=1862681642 TSecr=3603075179"
"13413","35.961659304","93.184.215.201","192.168.3.246","TLSv1.3","7068","Continuation Data"
"13414","35.961671813","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78192751 Win=1649792 Len=0 TSval=1862681642 TSecr=3603075179"
"13415","35.963603789","93.184.215.201","192.168.3.246","TLSv1.3","5668","Continuation Data"
"13416","35.963635076","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78198351 Win=1649792 Len=0 TSval=1862681644 TSecr=3603075182"
"13417","35.963958249","93.184.215.201","192.168.3.246","TLSv1.3","5668","Continuation Data"
"13418","35.963973929","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78203951 Win=1649792 Len=0 TSval=1862681645 TSecr=3603075182"
"13419","35.965517794","93.184.215.201","192.168.3.246","TLSv1.3","11268","Continuation Data"
"13420","35.965549374","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78215151 Win=1649792 Len=0 TSval=1862681646 TSecr=3603075182"
"13421","35.965624444","93.184.215.201","192.168.3.246","TLSv1.3","25268","Continuation Data"
"13422","35.965638588","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78240351 Win=1649792 Len=0 TSval=1862681646 TSecr=3603075182"
"13423","35.965694180","93.184.215.201","192.168.3.246","TCP","23868","443  >  44046 [PSH, ACK] Seq=78240351 Ack=2747 Win=70144 Len=23800 TSval=3603075182 TSecr=1862681630"
"13424","35.965706490","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78264151 Win=1649792 Len=0 TSval=1862681647 TSecr=3603075182"
"13425","35.965740645","93.184.215.201","192.168.3.246","TLSv1.3","15468","Continuation Data"
"13426","35.965751110","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78279551 Win=1649792 Len=0 TSval=1862681647 TSecr=3603075182"
"13427","35.965769103","93.184.215.201","192.168.3.246","TLSv1.3","2868","Continuation Data"
"13428","35.965777649","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78282351 Win=1649792 Len=0 TSval=1862681647 TSecr=3603075182"
"13429","35.967196989","93.184.215.201","192.168.3.246","TLSv1.3","21068","Continuation Data"
"13430","35.967236674","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78303351 Win=1649792 Len=0 TSval=1862681648 TSecr=3603075182"
"13431","35.967302433","93.184.215.201","192.168.3.246","TLSv1.3","23868","Continuation Data"
"13432","35.967317780","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78327151 Win=1649792 Len=0 TSval=1862681648 TSecr=3603075182"
"13433","35.967337807","93.184.215.201","192.168.3.246","TLSv1.3","5668","Continuation Data"
"13434","35.967350663","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78332751 Win=1649792 Len=0 TSval=1862681648 TSecr=3603075182"
"13435","35.967382041","93.184.215.201","192.168.3.246","TLSv1.3","11268","Continuation Data"
"13436","35.967393635","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78343951 Win=1649792 Len=0 TSval=1862681648 TSecr=3603075182"
"13437","35.968234587","93.184.215.201","192.168.3.246","TLSv1.3","21068","Continuation Data"
"13438","35.968258024","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78364951 Win=1649792 Len=0 TSval=1862681649 TSecr=3603075185"
"13439","35.970116507","93.184.215.201","192.168.3.246","TLSv1.3","4268","Continuation Data"
"13440","35.970140563","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78369151 Win=1649792 Len=0 TSval=1862681651 TSecr=3603075187"
"13441","35.970670774","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"13442","35.974915137","93.184.215.201","192.168.3.246","TLSv1.3","4268","Continuation Data"
"13443","35.974948766","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78374751 Win=1649792 Len=0 TSval=1862681656 TSecr=3603075187"
"13444","35.974915337","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"13445","35.975024332","93.184.215.201","192.168.3.246","TLSv1.3","12668","Continuation Data"
"13446","35.975037356","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78388751 Win=1649792 Len=0 TSval=1862681656 TSecr=3603075193"
"13447","35.975335939","93.184.215.201","192.168.3.246","TLSv1.3","9868","Continuation Data"
"13448","35.975353206","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78398551 Win=1649792 Len=0 TSval=1862681656 TSecr=3603075193"
"13449","35.980823636","93.184.215.201","192.168.3.246","TLSv1.3","5668","Continuation Data"
"13450","35.980855684","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78404151 Win=1649792 Len=0 TSval=1862681662 TSecr=3603075199"
"13451","35.980921132","93.184.215.201","192.168.3.246","TLSv1.3","2868","Continuation Data"
"13452","35.980934014","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78406951 Win=1649792 Len=0 TSval=1862681662 TSecr=3603075199"
"13453","35.980921261","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"13454","35.980921309","93.184.215.201","192.168.3.246","TLSv1.3","8468","Continuation Data"
"13455","35.980953967","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78416751 Win=1649792 Len=0 TSval=1862681662 TSecr=3603075199"
"13456","35.982039975","93.184.215.201","192.168.3.246","TLSv1.3","15468","Continuation Data"
"13457","35.982060438","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78432151 Win=1649792 Len=0 TSval=1862681663 TSecr=3603075199"
"13458","35.982084941","93.184.215.201","192.168.3.246","TLSv1.3","2868","Continuation Data"
"13459","35.982094124","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78434951 Win=1649792 Len=0 TSval=1862681663 TSecr=3603075199"
"13460","35.983042116","93.184.215.201","192.168.3.246","TLSv1.3","21068","Continuation Data"
"13461","35.983065787","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78455951 Win=1649792 Len=0 TSval=1862681664 TSecr=3603075199"
"13462","35.983118072","93.184.215.201","192.168.3.246","TLSv1.3","16868","Continuation Data"
"13463","35.983133328","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78472751 Win=1649792 Len=0 TSval=1862681664 TSecr=3603075199"
"13464","35.983177392","93.184.215.201","192.168.3.246","TLSv1.3","15468","Continuation Data"
"13465","35.983192782","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78488151 Win=1649792 Len=0 TSval=1862681664 TSecr=3603075200"
"13466","35.984662806","93.184.215.201","192.168.3.246","TLSv1.3","8468","Continuation Data"
"13467","35.984691936","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78496551 Win=1649792 Len=0 TSval=1862681665 TSecr=3603075200"
"13468","35.984663026","93.184.215.201","192.168.3.246","TLSv1.3","23868","Continuation Data"
"13469","35.984730347","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78520351 Win=1649792 Len=0 TSval=1862681666 TSecr=3603075200"
"13470","35.984777241","93.184.215.201","192.168.3.246","TLSv1.3","16868","Continuation Data"
"13471","35.984791644","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78537151 Win=1649792 Len=0 TSval=1862681666 TSecr=3603075200"
"13472","35.984845764","93.184.215.201","192.168.3.246","TCP","23868","443  >  44046 [PSH, ACK] Seq=78537151 Ack=2747 Win=70144 Len=23800 TSval=3603075200 TSecr=1862681649 [TCP segment of a reassembled PDU]"
"13473","35.984861449","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78560951 Win=1649792 Len=0 TSval=1862681666 TSecr=3603075200"
"13474","35.984900618","93.184.215.201","192.168.3.246","SSLv2","16868","Encrypted Data, Continuation Data"
"13475","35.984914233","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78577751 Win=1649792 Len=0 TSval=1862681666 TSecr=3603075202"
"13476","35.988585588","93.184.215.201","192.168.3.246","TLSv1.3","2868","Continuation Data"
"13477","35.988622158","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78580551 Win=1649792 Len=0 TSval=1862681669 TSecr=3603075207"
"13478","35.988672298","93.184.215.201","192.168.3.246","TLSv1.3","2868","Continuation Data"
"13479","35.988685197","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78583351 Win=1649792 Len=0 TSval=1862681669 TSecr=3603075207"
"13480","35.988672401","93.184.215.201","192.168.3.246","TLSv1.3","4268","Continuation Data"
"13481","35.988703595","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78587551 Win=1649792 Len=0 TSval=1862681669 TSecr=3603075207"
"13482","35.989385970","93.184.215.201","192.168.3.246","TLSv1.3","9868","Continuation Data"
"13483","35.989421609","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78597351 Win=1649792 Len=0 TSval=1862681670 TSecr=3603075207"
"13484","35.989795177","93.184.215.201","192.168.3.246","TLSv1.3","4268","Continuation Data"
"13485","35.989816307","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78601551 Win=1649792 Len=0 TSval=1862681671 TSecr=3603075207"
"13486","35.989795314","93.184.215.201","192.168.3.246","TLSv1.3","5668","Continuation Data"
"13487","35.989843056","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78607151 Win=1649792 Len=0 TSval=1862681671 TSecr=3603075207"
"13488","35.994727252","93.184.215.201","192.168.3.246","TLSv1.3","4268","Continuation Data"
"13489","35.994763417","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78611351 Win=1649792 Len=0 TSval=1862681676 TSecr=3603075213"
"13490","35.994948599","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"13491","35.997477044","CloudNet_18:2f:8b","","ARP","62","Who has 192.168.3.182? Tell 192.168.3.203"
"13492","35.999115235","93.184.215.201","192.168.3.246","TLSv1.3","23868","Continuation Data"
"13493","35.999151950","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78636551 Win=1649792 Len=0 TSval=1862681680 TSecr=3603075213"
"13494","35.999783099","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"13495","35.999783226","93.184.215.201","192.168.3.246","TLSv1.3","22468","Continuation Data"
"13496","35.999820119","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78660351 Win=1649792 Len=0 TSval=1862681681 TSecr=3603075217"
"13497","36.001534430","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"13498","36.001534654","93.184.215.201","192.168.3.246","TLSv1.3","4268","Continuation Data"
"13499","36.001577338","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78665951 Win=1649792 Len=0 TSval=1862681682 TSecr=3603075217"
"13500","36.001534739","93.184.215.201","192.168.3.246","TLSv1.3","23868","Continuation Data"
"13501","36.001607210","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78689751 Win=1649792 Len=0 TSval=1862681682 TSecr=3603075217"
"13502","36.001666967","93.184.215.201","192.168.3.246","TLSv1.3","23868","Continuation Data"
"13503","36.001693344","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78713551 Win=1649792 Len=0 TSval=1862681682 TSecr=3603075217"
"13504","36.001716166","93.184.215.201","192.168.3.246","TLSv1.3","16868","Continuation Data"
"13505","36.001729045","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78730351 Win=1649792 Len=0 TSval=1862681683 TSecr=3603075217"
"13506","36.001780605","93.184.215.201","192.168.3.246","TLSv1.3","19668","Continuation Data"
"13507","36.001796818","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78749951 Win=1649792 Len=0 TSval=1862681683 TSecr=3603075217"
"13508","36.003984521","93.184.215.201","192.168.3.246","TLSv1.3","4268","Continuation Data"
"13509","36.004014422","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78754151 Win=1649792 Len=0 TSval=1862681685 TSecr=3603075217"
"13510","36.003984719","93.184.215.201","192.168.3.246","TLSv1.3","23868","Continuation Data"
"13511","36.004054451","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78777951 Win=1649792 Len=0 TSval=1862681685 TSecr=3603075217"
"13512","36.004101878","93.184.215.201","192.168.3.246","TLSv1.3","9868","Continuation Data"
"13513","36.004114815","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78787751 Win=1649792 Len=0 TSval=1862681685 TSecr=3603075221"
"13514","36.004413008","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"13515","36.004413132","93.184.215.201","192.168.3.246","TLSv1.3","2868","Continuation Data"
"13516","36.004439886","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78791951 Win=1649792 Len=0 TSval=1862681685 TSecr=3603075221"
"13517","36.004413207","93.184.215.201","192.168.3.246","TLSv1.3","2868","Continuation Data"
"13518","36.004463824","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78794751 Win=1649792 Len=0 TSval=1862681685 TSecr=3603075222"
"13519","36.008988324","93.184.215.201","192.168.3.246","TLSv1.3","2868","Continuation Data"
"13520","36.009019558","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78797551 Win=1649792 Len=0 TSval=1862681690 TSecr=3603075227"
"13521","36.009143320","93.184.215.201","192.168.3.246","TLSv1.3","18268","Continuation Data"
"13522","36.009169913","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78815751 Win=1649792 Len=0 TSval=1862681690 TSecr=3603075227"
"13523","36.009611229","93.184.215.201","192.168.3.246","TCP","4268","443  >  44046 [PSH, ACK] Seq=78815751 Ack=2747 Win=70144 Len=4200 TSval=3603075227 TSecr=1862681676 [TCP segment of a reassembled PDU]"
"13524","36.009629472","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78819951 Win=1649792 Len=0 TSval=1862681690 TSecr=3603075227"
"13525","36.013735539","93.184.215.201","192.168.3.246","TCP","2868","443  >  44046 [ACK] Seq=78819951 Ack=2747 Win=70144 Len=2800 TSval=3603075232 TSecr=1862681680 [TCP segment of a reassembled PDU]"
"13526","36.013766616","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78822751 Win=1649792 Len=0 TSval=1862681695 TSecr=3603075232"
"13527","36.013824771","93.184.215.201","192.168.3.246","SSLv2","9868","Encrypted Data, Continuation Data"
"13528","36.013851954","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78832551 Win=1649792 Len=0 TSval=1862681695 TSecr=3603075232"
"13529","36.014310035","93.184.215.201","192.168.3.246","TLSv1.3","12668","Continuation Data"
"13530","36.014325595","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78845151 Win=1649792 Len=0 TSval=1862681695 TSecr=3603075232"
"13531","36.015650208","93.184.215.201","192.168.3.246","TLSv1.3","8468","Continuation Data"
"13532","36.015677639","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78853551 Win=1649792 Len=0 TSval=1862681696 TSecr=3603075234"
"13533","36.016086560","93.184.215.201","192.168.3.246","TLSv1.3","5668","Continuation Data"
"13534","36.016105044","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78859151 Win=1649792 Len=0 TSval=1862681697 TSecr=3603075234"
"13535","36.016086681","93.184.215.201","192.168.3.246","TLSv1.3","2868","Continuation Data"
"13536","36.016124008","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78861951 Win=1649792 Len=0 TSval=1862681697 TSecr=3603075234"
"13537","36.017872232","93.184.215.201","192.168.3.246","TLSv1.3","21068","Continuation Data"
"13538","36.017913705","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78882951 Win=1649792 Len=0 TSval=1862681699 TSecr=3603075234"
"13539","36.017989726","93.184.215.201","192.168.3.246","TLSv1.3","23868","Continuation Data"
"13540","36.018007266","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78906751 Win=1649792 Len=0 TSval=1862681699 TSecr=3603075234"
"13541","36.018049974","93.184.215.201","192.168.3.246","TLSv1.3","16868","Continuation Data"
"13542","36.018063326","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78923551 Win=1649792 Len=0 TSval=1862681699 TSecr=3603075234"
"13543","36.018107323","93.184.215.201","192.168.3.246","TLSv1.3","15468","Continuation Data"
"13544","36.018122529","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78938951 Win=1649792 Len=0 TSval=1862681699 TSecr=3603075234"
"13545","36.018153799","93.184.215.201","192.168.3.246","TLSv1.3","8468","Continuation Data"
"13546","36.018165446","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78947351 Win=1649792 Len=0 TSval=1862681699 TSecr=3603075234"
"13547","36.018954226","93.184.215.201","192.168.3.246","TLSv1.3","16868","Continuation Data"
"13548","36.018984901","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78964151 Win=1649792 Len=0 TSval=1862681700 TSecr=3603075237"
"13549","36.019031984","93.184.215.201","192.168.3.246","TLSv1.3","14068","Continuation Data"
"13550","36.019044827","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78978151 Win=1649792 Len=0 TSval=1862681700 TSecr=3603075237"
"13551","36.019321152","93.184.215.201","192.168.3.246","TLSv1.3","8468","Continuation Data"
"13552","36.019336461","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78986551 Win=1649792 Len=0 TSval=1862681700 TSecr=3603075237"
"13553","36.019321239","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"13554","36.022524183","93.184.215.201","192.168.3.246","TLSv1.3","4268","Continuation Data"
"13555","36.022542315","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78992151 Win=1649792 Len=0 TSval=1862681703 TSecr=3603075237"
"13556","36.023177264","93.184.215.201","192.168.3.246","TLSv1.3","4268","Continuation Data"
"13557","36.023187589","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=78996351 Win=1649792 Len=0 TSval=1862681704 TSecr=3603075241"
"13558","36.023713217","93.184.215.201","192.168.3.246","TLSv1.3","11268","Continuation Data"
"13559","36.023723218","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=79007551 Win=1649792 Len=0 TSval=1862681705 TSecr=3603075241"
"13560","36.028719027","93.184.215.201","192.168.3.246","TLSv1.3","5668","Continuation Data"
"13561","36.028733595","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=79013151 Win=1649792 Len=0 TSval=1862681710 TSecr=3603075247"
"13562","36.028756715","93.184.215.201","192.168.3.246","TLSv1.3","4268","Continuation Data"
"13563","36.028766917","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=79017351 Win=1649792 Len=0 TSval=1862681710 TSecr=3603075247"
"13564","36.029224493","93.184.215.201","192.168.3.246","TLSv1.3","9868","Continuation Data"
"13565","36.029234453","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=79027151 Win=1649792 Len=0 TSval=1862681710 TSecr=3603075247"
"13566","36.029935922","93.184.215.201","192.168.3.246","TLSv1.3","5668","Continuation Data"
"13567","36.029944449","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=79032751 Win=1649792 Len=0 TSval=1862681711 TSecr=3603075247"
"13568","36.029935981","93.184.215.201","192.168.3.246","TLSv1.3","19668","Continuation Data"
"13569","36.029966491","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2747 Ack=79052351 Win=1649792 Len=0 TSval=1862681711 TSecr=3603075247"
