"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","CloudNet_18:2f:8b","","ARP","62","Who has 192.168.3.182? Tell 192.168.3.203"
"2","0.511974992","CloudNet_18:2f:8b","","ARP","62","Who has 192.168.3.182? Tell 192.168.3.203"
"3","1.535943696","CloudNet_18:2f:8b","","ARP","62","Who has 192.168.3.182? Tell 192.168.3.203"
"4","5.121001078","192.168.3.203","255.255.255.255","SNMP","168","get-request 1.3.6.1.4.1.1602.1.3.1.13.0 1.3.6.1.4.1.1602.1.2.1.8.1.3.1.1 1.3.6.1.4.1.1602.1.1.1.1.0 1.3.6.1.4.1.1602.1.1.1.10.0 1.3.6.1.4.1.1602.1.3.1.12.0"
"5","5.121001225","192.168.3.203","255.255.255.255","SNMP","168","get-request 1.3.6.1.4.1.1602.1.3.1.13.0 1.3.6.1.4.1.1602.1.2.1.8.1.3.1.1 1.3.6.1.4.1.1602.1.1.1.1.0 1.3.6.1.4.1.1602.1.1.1.10.0 1.3.6.1.4.1.1602.1.3.1.12.0"
"6","11.570863111","HuaweiDe_9b:9c:13","","ARP","62","Who has 192.168.3.117? Tell 192.168.3.1"
"7","16.730018971","127.0.0.1","127.0.0.53","DNS","81","Standard query 0xce52 A default.exp-tas.com"
"8","16.730158933","127.0.0.1","127.0.0.53","DNS","81","Standard query 0xa753 HTTPS default.exp-tas.com"
"9","16.730267019","192.168.3.246","192.168.3.1","DNS","81","Standard query 0x4bb8 A default.exp-tas.com"
"10","16.730420700","192.168.3.246","192.168.3.1","DNS","81","Standard query 0xfaf0 HTTPS default.exp-tas.com"
"11","16.749939134","192.168.3.1","192.168.3.246","DNS","163","Standard query response 0x4bb8 A default.exp-tas.com CNAME deault-exp-tas-com.e-0014.e-msedge.net CNAME e-0014.e-msedge.net A 13.107.5.93"
"12","16.750198848","192.168.3.1","192.168.3.246","DNS","204","Standard query response 0xfaf0 HTTPS default.exp-tas.com CNAME deault-exp-tas-com.e-0014.e-msedge.net CNAME e-0014.e-msedge.net SOA ns1.e-msedge.net"
"13","16.750217344","127.0.0.53","127.0.0.1","DNS","163","Standard query response 0xce52 A default.exp-tas.com CNAME deault-exp-tas-com.e-0014.e-msedge.net CNAME e-0014.e-msedge.net A 13.107.5.93"
"14","16.750525830","192.168.3.246","192.168.3.1","DNS","81","Standard query 0xe1ee HTTPS e-0014.e-msedge.net"
"15","16.756200930","192.168.3.246","13.107.5.93","TCP","76","49308  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2076635445 TSecr=0 WS=128"
"16","16.760843622","192.168.3.1","192.168.3.246","DNS","141","Standard query response 0xe1ee HTTPS e-0014.e-msedge.net SOA ns1.e-msedge.net"
"17","16.761066334","127.0.0.53","127.0.0.1","DNS","204","Standard query response 0xa753 HTTPS default.exp-tas.com CNAME deault-exp-tas-com.e-0014.e-msedge.net CNAME e-0014.e-msedge.net SOA ns1.e-msedge.net"
"18","16.761087899","127.0.0.1","127.0.0.53","ICMP","232","Destination unreachable (Port unreachable)"
"19","16.805742429","13.107.5.93","192.168.3.246","TCP","68","443  >  49308 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM=1"
"20","16.805788682","192.168.3.246","13.107.5.93","TCP","56","49308  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0"
"21","16.806118353","192.168.3.246","13.107.5.93","TLSv1.3","573","Client Hello"
"22","16.855838654","13.107.5.93","192.168.3.246","TCP","62","443  >  49308 [ACK] Seq=1 Ack=518 Win=4194304 Len=0"
"23","16.856089959","13.107.5.93","192.168.3.246","TLSv1.3","155","Hello Retry Request, Change Cipher Spec"
"24","16.856101063","192.168.3.246","13.107.5.93","TCP","56","49308  >  443 [ACK] Seq=518 Ack=100 Win=64256 Len=0"
"25","16.856991498","192.168.3.246","13.107.5.93","TLSv1.3","439","Change Cipher Spec, Client Hello"
"26","16.906364790","13.107.5.93","192.168.3.246","TCP","62","443  >  49308 [ACK] Seq=100 Ack=901 Win=4194048 Len=0"
"27","16.912434843","13.107.5.93","192.168.3.246","TLSv1.3","2880","Server Hello"
"28","16.912544633","192.168.3.246","13.107.5.93","TCP","56","49308  >  443 [ACK] Seq=901 Ack=2924 Win=64128 Len=0"
"29","16.912585432","13.107.5.93","192.168.3.246","TLSv1.3","3192","Application Data"
"30","16.913362583","192.168.3.246","13.107.5.93","TCP","56","49308  >  443 [ACK] Seq=901 Ack=6060 Win=64128 Len=0"
"31","19.367975014","192.168.3.246","13.107.5.93","TLSv1.3","130","Application Data"
"32","19.368288797","192.168.3.246","13.107.5.93","TLSv1.3","148","Application Data"
"33","19.408316139","192.168.3.246","13.107.5.93","TLSv1.3","511","Application Data"
"34","19.417906328","13.107.5.93","192.168.3.246","TCP","62","443  >  49308 [ACK] Seq=6060 Ack=1067 Win=4193792 Len=0"
"35","19.418222034","13.107.5.93","192.168.3.246","TLSv1.3","515","Application Data"
"36","19.418563183","13.107.5.93","192.168.3.246","TLSv1.3","118","Application Data"
"37","19.418621025","192.168.3.246","13.107.5.93","TCP","56","49308  >  443 [ACK] Seq=1522 Ack=6581 Win=64128 Len=0"
"38","19.418717956","192.168.3.246","13.107.5.93","TLSv1.3","87","Application Data"
"39","19.456918298","13.107.5.93","192.168.3.246","TLSv1.3","87","Application Data"
"40","19.467140563","13.107.5.93","192.168.3.246","TCP","62","443  >  49308 [ACK] Seq=6612 Ack=1553 Win=4194816 Len=0"
"41","19.500211192","192.168.3.246","13.107.5.93","TCP","56","49308  >  443 [ACK] Seq=1553 Ack=6612 Win=64128 Len=0"
"42","19.548066653","13.107.5.93","192.168.3.246","TLSv1.3","414","Application Data"
"43","19.548108636","192.168.3.246","13.107.5.93","TCP","56","49308  >  443 [ACK] Seq=1553 Ack=6970 Win=63872 Len=0"
"44","19.613022335","127.0.0.1","127.0.0.53","DNS","84","Standard query 0x6512 A az764295.vo.msecnd.net"
"45","19.613266645","192.168.3.246","192.168.3.1","DNS","84","Standard query 0xb00f A az764295.vo.msecnd.net"
"46","19.613494636","127.0.0.1","127.0.0.53","DNS","84","Standard query 0x6819 HTTPS az764295.vo.msecnd.net"
"47","19.613666276","192.168.3.246","192.168.3.1","DNS","84","Standard query 0xcb4a HTTPS az764295.vo.msecnd.net"
"48","19.631361674","192.168.3.1","192.168.3.246","DNS","129","Standard query response 0xb00f A az764295.vo.msecnd.net CNAME cs22.wpc.v0cdn.net A 152.199.4.33"
"49","19.631592529","127.0.0.53","127.0.0.1","DNS","129","Standard query response 0x6512 A az764295.vo.msecnd.net CNAME cs22.wpc.v0cdn.net A 152.199.4.33"
"50","19.631686422","192.168.3.1","192.168.3.246","DNS","169","Standard query response 0xcb4a HTTPS az764295.vo.msecnd.net CNAME cs22.wpc.v0cdn.net SOA ns1.v0cdn.net"
"51","19.631948440","192.168.3.246","192.168.3.1","DNS","80","Standard query 0x8e1a HTTPS cs22.wpc.v0cdn.net"
"52","19.637516428","192.168.3.246","152.199.4.33","TCP","76","36740  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3272108139 TSecr=0 WS=128"
"53","19.646375775","192.168.3.1","192.168.3.246","DNS","136","Standard query response 0x8e1a HTTPS cs22.wpc.v0cdn.net SOA ns1.v0cdn.net"
"54","19.646581437","127.0.0.53","127.0.0.1","DNS","169","Standard query response 0x6819 HTTPS az764295.vo.msecnd.net CNAME cs22.wpc.v0cdn.net SOA ns1.v0cdn.net"
"55","19.646599116","127.0.0.1","127.0.0.53","ICMP","197","Destination unreachable (Port unreachable)"
"56","19.652647963","152.199.4.33","192.168.3.246","TCP","76","443  >  36740 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM=1 TSval=3660624042 TSecr=3272108139 WS=512"
"57","19.652700383","192.168.3.246","152.199.4.33","TCP","68","36740  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3272108154 TSecr=3660624042"
"58","19.653029595","192.168.3.246","152.199.4.33","TLSv1.3","585","Client Hello"
"59","19.668879247","152.199.4.33","192.168.3.246","TCP","68","443  >  36740 [ACK] Seq=1 Ack=518 Win=67072 Len=0 TSval=3660624058 TSecr=3272108155"
"60","19.669156175","152.199.4.33","192.168.3.246","TLSv1.3","167","Hello Retry Request, Change Cipher Spec"
"61","19.669186882","192.168.3.246","152.199.4.33","TCP","68","36740  >  443 [ACK] Seq=518 Ack=100 Win=64256 Len=0 TSval=3272108171 TSecr=3660624058"
"62","19.669556293","192.168.3.246","152.199.4.33","TLSv1.3","422","Change Cipher Spec, Client Hello"
"63","19.685626428","152.199.4.33","192.168.3.246","TLSv1.3","4164","Server Hello, Application Data"
"64","19.685626671","152.199.4.33","192.168.3.246","TCP","1468","443  >  36740 [ACK] Seq=4196 Ack=872 Win=68096 Len=1400 TSval=3660624075 TSecr=3272108171 [TCP segment of a reassembled PDU]"
"65","19.685731826","192.168.3.246","152.199.4.33","TCP","68","36740  >  443 [ACK] Seq=872 Ack=5596 Win=64128 Len=0 TSval=3272108188 TSecr=3660624074"
"66","19.685790541","152.199.4.33","192.168.3.246","TLSv1.3","1965","Application Data, Application Data, Application Data"
"67","19.686586738","192.168.3.246","152.199.4.33","TCP","68","36740  >  443 [ACK] Seq=872 Ack=7493 Win=64128 Len=0 TSval=3272108188 TSecr=3660624075"
"68","19.709881778","192.168.3.246","152.199.4.33","TLSv1.3","142","Application Data"
"69","19.710139597","192.168.3.246","152.199.4.33","TLSv1.3","160","Application Data"
"70","19.710403360","192.168.3.246","152.199.4.33","TLSv1.3","364","Application Data"
"71","19.723306609","152.199.4.33","192.168.3.246","TLSv1.3","323","Application Data"
"72","19.723306982","152.199.4.33","192.168.3.246","TLSv1.3","323","Application Data"
"73","19.723417709","192.168.3.246","152.199.4.33","TCP","68","36740  >  443 [ACK] Seq=1334 Ack=8003 Win=64128 Len=0 TSval=3272108225 TSecr=3660624113"
"74","19.723671898","152.199.4.33","192.168.3.246","TLSv1.3","164","Application Data, Application Data"
"75","19.723794236","192.168.3.246","152.199.4.33","TLSv1.3","99","Application Data"
"76","19.723899400","152.199.4.33","192.168.3.246","TCP","68","443  >  36740 [ACK] Seq=8099 Ack=1334 Win=69120 Len=0 TSval=3660624114 TSecr=3272108212"
"77","19.724584386","152.199.4.33","192.168.3.246","TLSv1.3","99","Application Data"
"78","19.724907736","152.199.4.33","192.168.3.246","TLSv1.3","1468","Application Data, Application Data"
"79","19.724972485","192.168.3.246","152.199.4.33","TCP","68","36740  >  443 [ACK] Seq=1365 Ack=9530 Win=64128 Len=0 TSval=3272108227 TSecr=3660624114"
"80","19.725211270","152.199.4.33","192.168.3.246","TCP","1468","443  >  36740 [ACK] Seq=9530 Ack=1334 Win=69120 Len=1400 TSval=3660624115 TSecr=3272108212 [TCP segment of a reassembled PDU]"
"81","19.726369865","152.199.4.33","192.168.3.246","TCP","1468","443  >  36740 [PSH, ACK] Seq=10930 Ack=1334 Win=69120 Len=1400 TSval=3660624115 TSecr=3272108212 [TCP segment of a reassembled PDU]"
"82","19.726370100","152.199.4.33","192.168.3.246","TCP","4268","443  >  36740 [PSH, ACK] Seq=12330 Ack=1334 Win=69120 Len=4200 TSval=3660624115 TSecr=3272108212 [TCP segment of a reassembled PDU]"
"83","19.726370162","152.199.4.33","192.168.3.246","TCP","4268","443  >  36740 [PSH, ACK] Seq=16530 Ack=1334 Win=69120 Len=4200 TSval=3660624115 TSecr=3272108212 [TCP segment of a reassembled PDU]"
"84","19.726370233","152.199.4.33","192.168.3.246","TLSv1.3","4268","Application Data [TCP segment of a reassembled PDU]"
"85","19.726447078","152.199.4.33","192.168.3.246","TLSv1.3","4268","Application Data, Application Data"
"86","19.726447168","152.199.4.33","192.168.3.246","TCP","4268","443  >  36740 [PSH, ACK] Seq=29130 Ack=1334 Win=69120 Len=4200 TSval=3660624115 TSecr=3272108212 [TCP segment of a reassembled PDU]"
"87","19.726447237","152.199.4.33","192.168.3.246","TCP","4268","443  >  36740 [PSH, ACK] Seq=33330 Ack=1334 Win=69120 Len=4200 TSval=3660624115 TSecr=3272108212 [TCP segment of a reassembled PDU]"
"88","19.726479599","152.199.4.33","192.168.3.246","TLSv1.3","4268","Application Data, Application Data, Application Data"
"89","19.726479701","152.199.4.33","192.168.3.246","TLSv1.3","622","Application Data"
"90","19.727253411","192.168.3.246","152.199.4.33","TCP","68","36740  >  443 [ACK] Seq=1365 Ack=42284 Win=31488 Len=0 TSval=3272108229 TSecr=3660624115"
"91","19.727373013","192.168.3.246","152.199.4.33","TCP","68","[TCP Window Update] 36740  >  443 [ACK] Seq=1365 Ack=42284 Win=64128 Len=0 TSval=3272108229 TSecr=3660624115"
"92","19.783507998","152.199.4.33","192.168.3.246","TCP","68","443  >  36740 [ACK] Seq=42284 Ack=1365 Win=69120 Len=0 TSval=3660624173 TSecr=3272108226"
"93","19.842274385","192.168.3.246","13.107.5.93","TLSv1.3","472","Application Data"
"94","19.890476699","13.107.5.93","192.168.3.246","TCP","62","443  >  49308 [ACK] Seq=6970 Ack=1969 Win=4194560 Len=0"
"95","19.904681802","13.107.5.93","192.168.3.246","TLSv1.3","1299","Application Data"
"96","19.904724031","192.168.3.246","13.107.5.93","TCP","56","49308  >  443 [ACK] Seq=1969 Ack=8213 Win=63104 Len=0"
"97","19.904682079","13.107.5.93","192.168.3.246","TLSv1.3","1111","Application Data"
"98","19.904756557","192.168.3.246","13.107.5.93","TCP","56","49308  >  443 [ACK] Seq=1969 Ack=9268 Win=62080 Len=0"
"99","19.904682144","13.107.5.93","192.168.3.246","TLSv1.3","1111","Application Data"
"100","19.904771392","192.168.3.246","13.107.5.93","TCP","56","49308  >  443 [ACK] Seq=1969 Ack=10323 Win=61056 Len=0"
"101","19.904883721","13.107.5.93","192.168.3.246","TLSv1.3","107","Application Data"
"102","19.904897459","192.168.3.246","13.107.5.93","TCP","56","49308  >  443 [ACK] Seq=1969 Ack=10374 Win=64128 Len=0"
"103","19.904883832","13.107.5.93","192.168.3.246","TLSv1.3","87","Application Data"
"104","19.904911626","192.168.3.246","13.107.5.93","TCP","56","49308  >  443 [ACK] Seq=1969 Ack=10405 Win=64128 Len=0"
"105","21.731765396","127.0.0.1","127.0.0.53","DNS","94","Standard query 0x28e4 A mobile.events.data.microsoft.com"
"106","21.732021388","192.168.3.246","192.168.3.1","DNS","94","Standard query 0xe17a A mobile.events.data.microsoft.com"
"107","21.732164031","127.0.0.1","127.0.0.53","DNS","94","Standard query 0x4b22 HTTPS mobile.events.data.microsoft.com"
"108","21.732349938","192.168.3.246","192.168.3.1","DNS","94","Standard query 0xc362 HTTPS mobile.events.data.microsoft.com"
"109","21.750727204","192.168.3.1","192.168.3.246","DNS","214","Standard query response 0xe17a A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus07.westus.cloudapp.azure.com A 20.189.173.8"
"110","21.751010712","192.168.3.1","192.168.3.246","DNS","258","Standard query response 0xc362 HTTPS mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus07.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"111","21.751082844","127.0.0.53","127.0.0.1","DNS","214","Standard query response 0x28e4 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus07.westus.cloudapp.azure.com A 20.189.173.8"
"112","21.751452530","192.168.3.246","192.168.3.1","DNS","104","Standard query 0x1b91 HTTPS onedscolprdwus07.westus.cloudapp.azure.com"
"113","21.756183210","HuaweiDe_9b:9c:13","","ARP","44","Who has 192.168.3.246? Tell 192.168.3.1"
"114","21.756198568","IntelCor_85:c6:59","","ARP","44","192.168.3.246 is at 4c:34:88:85:c6:59"
"115","21.757021460","192.168.3.246","20.189.173.8","TCP","76","38552  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2819018309 TSecr=0 WS=128"
"116","21.765683533","192.168.3.1","192.168.3.246","DNS","174","Standard query response 0x1b91 HTTPS onedscolprdwus07.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"117","21.765941485","127.0.0.53","127.0.0.1","DNS","258","Standard query response 0x4b22 HTTPS mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus07.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"118","21.765964472","127.0.0.1","127.0.0.53","ICMP","286","Destination unreachable (Port unreachable)"
"119","21.827403016","20.189.173.8","192.168.3.246","TCP","76","443  >  38552 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM=1 TSval=12995991 TSecr=2819018309"
"120","21.827459311","192.168.3.246","20.189.173.8","TCP","68","38552  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2819018379 TSecr=12995991"
"121","21.827760798","192.168.3.246","20.189.173.8","TLSv1.3","585","Client Hello"
"122","21.898496296","20.189.173.8","192.168.3.246","TLSv1.3","167","Hello Retry Request, Change Cipher Spec"
"123","21.898548103","192.168.3.246","20.189.173.8","TCP","68","38552  >  443 [ACK] Seq=518 Ack=100 Win=64256 Len=0 TSval=2819018450 TSecr=12996060"
"124","21.900189895","192.168.3.246","20.189.173.8","TLSv1.3","464","Change Cipher Spec, Client Hello"
"125","21.975580462","20.189.173.8","192.168.3.246","TLSv1.3","5668","Server Hello"
"126","21.975713812","192.168.3.246","20.189.173.8","TCP","68","38552  >  443 [ACK] Seq=914 Ack=5700 Win=64128 Len=0 TSval=2819018527 TSecr=12996139"
"127","21.975811203","20.189.173.8","192.168.3.246","TLSv1.3","797","Application Data"
"128","21.984116442","192.168.3.246","20.189.173.8","TLSv1.3","142","Application Data"
"129","21.984389179","192.168.3.246","20.189.173.8","TLSv1.3","160","Application Data"
"130","21.989741785","192.168.3.246","20.189.173.8","TLSv1.3","550","Application Data"
"131","21.989899537","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [ACK] Seq=1562 Ack=6429 Win=64128 Len=1400 TSval=2819018542 TSecr=12996139 [TCP segment of a reassembled PDU]"
"132","21.989908121","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [PSH, ACK] Seq=2962 Ack=6429 Win=64128 Len=1400 TSval=2819018542 TSecr=12996139 [TCP segment of a reassembled PDU]"
"133","21.989919375","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [ACK] Seq=4362 Ack=6429 Win=64128 Len=1400 TSval=2819018542 TSecr=12996139 [TCP segment of a reassembled PDU]"
"134","21.989923418","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [PSH, ACK] Seq=5762 Ack=6429 Win=64128 Len=1400 TSval=2819018542 TSecr=12996139 [TCP segment of a reassembled PDU]"
"135","21.990537993","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [ACK] Seq=7162 Ack=6429 Win=64128 Len=1400 TSval=2819018542 TSecr=12996139 [TCP segment of a reassembled PDU]"
"136","21.990549609","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [PSH, ACK] Seq=8562 Ack=6429 Win=64128 Len=1400 TSval=2819018542 TSecr=12996139 [TCP segment of a reassembled PDU]"
"137","21.992787634","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [ACK] Seq=9962 Ack=6429 Win=64128 Len=1400 TSval=2819018545 TSecr=12996139 [TCP segment of a reassembled PDU]"
"138","22.053126260","20.189.173.8","192.168.3.246","TCP","68","443  >  38552 [ACK] Seq=6429 Ack=1080 Win=4193280 Len=0 TSval=12996217 TSecr=2819018536"
"139","22.053170497","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [ACK] Seq=11362 Ack=6429 Win=64128 Len=1400 TSval=2819018605 TSecr=12996217 [TCP segment of a reassembled PDU]"
"140","22.053191004","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [PSH, ACK] Seq=12762 Ack=6429 Win=64128 Len=1400 TSval=2819018605 TSecr=12996217 [TCP segment of a reassembled PDU]"
"141","22.053204122","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [ACK] Seq=14162 Ack=6429 Win=64128 Len=1400 TSval=2819018605 TSecr=12996217 [TCP segment of a reassembled PDU]"
"142","22.053207957","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [PSH, ACK] Seq=15562 Ack=6429 Win=64128 Len=1400 TSval=2819018605 TSecr=12996217 [TCP segment of a reassembled PDU]"
"143","22.053861975","20.189.173.8","192.168.3.246","TLSv1.3","171","Application Data"
"144","22.054802739","20.189.173.8","192.168.3.246","TLSv1.3","130","Application Data"
"145","22.054854278","192.168.3.246","20.189.173.8","TCP","68","38552  >  443 [ACK] Seq=16962 Ack=6594 Win=64128 Len=0 TSval=2819018607 TSecr=12996217"
"146","22.058043123","20.189.173.8","192.168.3.246","TLSv1.3","99","Application Data"
"147","22.058082657","192.168.3.246","20.189.173.8","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"148","22.058094393","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [PSH, ACK] Seq=18362 Ack=6625 Win=64128 Len=1400 TSval=2819018610 TSecr=12996223 [TCP segment of a reassembled PDU]"
"149","22.058643963","20.189.173.8","192.168.3.246","TCP","68","443  >  38552 [ACK] Seq=6625 Ack=2962 Win=4194304 Len=0 TSval=12996223 TSecr=2819018542"
"150","22.058870600","20.189.173.8","192.168.3.246","TCP","68","443  >  38552 [ACK] Seq=6625 Ack=4362 Win=4194304 Len=0 TSval=12996224 TSecr=2819018542"
"151","22.058883927","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [ACK] Seq=19762 Ack=6625 Win=64128 Len=1400 TSval=2819018611 TSecr=12996224 [TCP segment of a reassembled PDU]"
"152","22.058892934","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [ACK] Seq=21162 Ack=6625 Win=64128 Len=1400 TSval=2819018611 TSecr=12996224 [TCP segment of a reassembled PDU]"
"153","22.058894920","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [PSH, ACK] Seq=22562 Ack=6625 Win=64128 Len=1400 TSval=2819018611 TSecr=12996224 [TCP segment of a reassembled PDU]"
"154","22.060712687","20.189.173.8","192.168.3.246","TCP","68","443  >  38552 [ACK] Seq=6625 Ack=5762 Win=4194304 Len=0 TSval=12996225 TSecr=2819018542"
"155","22.060734141","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [ACK] Seq=23962 Ack=6625 Win=64128 Len=1400 TSval=2819018613 TSecr=12996225 [TCP segment of a reassembled PDU]"
"156","22.060741931","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [ACK] Seq=25362 Ack=6625 Win=64128 Len=1400 TSval=2819018613 TSecr=12996225 [TCP segment of a reassembled PDU]"
"157","22.060743958","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [PSH, ACK] Seq=26762 Ack=6625 Win=64128 Len=1400 TSval=2819018613 TSecr=12996225 [TCP segment of a reassembled PDU]"
"158","22.061677635","20.189.173.8","192.168.3.246","TCP","68","443  >  38552 [ACK] Seq=6625 Ack=7162 Win=4194304 Len=0 TSval=12996225 TSecr=2819018542"
"159","22.061737635","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [ACK] Seq=28162 Ack=6625 Win=64128 Len=1400 TSval=2819018614 TSecr=12996225 [TCP segment of a reassembled PDU]"
"160","22.061748233","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [PSH, ACK] Seq=29562 Ack=6625 Win=64128 Len=1400 TSval=2819018614 TSecr=12996225 [TCP segment of a reassembled PDU]"
"161","22.062382011","20.189.173.8","192.168.3.246","TCP","68","443  >  38552 [ACK] Seq=6625 Ack=8562 Win=4194304 Len=0 TSval=12996225 TSecr=2819018542"
"162","22.063872998","20.189.173.8","192.168.3.246","TCP","68","443  >  38552 [ACK] Seq=6625 Ack=9962 Win=4194304 Len=0 TSval=12996226 TSecr=2819018542"
"163","22.063896319","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [ACK] Seq=30962 Ack=6625 Win=64128 Len=1400 TSval=2819018616 TSecr=12996226 [TCP segment of a reassembled PDU]"
"164","22.063905823","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [ACK] Seq=32362 Ack=6625 Win=64128 Len=1400 TSval=2819018616 TSecr=12996226 [TCP segment of a reassembled PDU]"
"165","22.063907948","192.168.3.246","20.189.173.8","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"166","22.063909813","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [PSH, ACK] Seq=35162 Ack=6625 Win=64128 Len=1400 TSval=2819018616 TSecr=12996226 [TCP segment of a reassembled PDU]"
"167","22.064352130","20.189.173.8","192.168.3.246","TCP","68","443  >  38552 [ACK] Seq=6625 Ack=11362 Win=4194304 Len=0 TSval=12996227 TSecr=2819018545"
"168","22.065845815","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [ACK] Seq=36562 Ack=6625 Win=64128 Len=1400 TSval=2819018618 TSecr=12996227 [TCP segment of a reassembled PDU]"
"169","22.065854217","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [PSH, ACK] Seq=37962 Ack=6625 Win=64128 Len=1400 TSval=2819018618 TSecr=12996227 [TCP segment of a reassembled PDU]"
"170","22.122088722","20.189.173.8","192.168.3.246","TCP","68","443  >  38552 [ACK] Seq=6625 Ack=12762 Win=4194304 Len=0 TSval=12996287 TSecr=2819018605"
"171","22.122132050","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [ACK] Seq=39362 Ack=6625 Win=64128 Len=1400 TSval=2819018674 TSecr=12996287 [TCP segment of a reassembled PDU]"
"172","22.122152109","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [PSH, ACK] Seq=40762 Ack=6625 Win=64128 Len=1400 TSval=2819018674 TSecr=12996287 [TCP segment of a reassembled PDU]"
"173","22.123129230","20.189.173.8","192.168.3.246","TCP","68","443  >  38552 [ACK] Seq=6625 Ack=14162 Win=4194304 Len=0 TSval=12996287 TSecr=2819018605"
"174","22.123158704","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [ACK] Seq=42162 Ack=6625 Win=64128 Len=1400 TSval=2819018675 TSecr=12996287 [TCP segment of a reassembled PDU]"
"175","22.123169045","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [PSH, ACK] Seq=43562 Ack=6625 Win=64128 Len=1400 TSval=2819018675 TSecr=12996287 [TCP segment of a reassembled PDU]"
"176","22.123772800","20.189.173.8","192.168.3.246","TCP","68","443  >  38552 [ACK] Seq=6625 Ack=15562 Win=4194304 Len=0 TSval=12996288 TSecr=2819018605"
"177","22.125275410","20.189.173.8","192.168.3.246","TCP","68","443  >  38552 [ACK] Seq=6625 Ack=16962 Win=4194304 Len=0 TSval=12996289 TSecr=2819018605"
"178","22.125317259","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [ACK] Seq=44962 Ack=6625 Win=64128 Len=1400 TSval=2819018677 TSecr=12996289 [TCP segment of a reassembled PDU]"
"179","22.125331468","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [ACK] Seq=46362 Ack=6625 Win=64128 Len=1400 TSval=2819018677 TSecr=12996289 [TCP segment of a reassembled PDU]"
"180","22.125334795","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [ACK] Seq=47762 Ack=6625 Win=64128 Len=1400 TSval=2819018677 TSecr=12996289 [TCP segment of a reassembled PDU]"
"181","22.125337616","192.168.3.246","20.189.173.8","TCP","1468","38552  >  443 [PSH, ACK] Seq=49162 Ack=6625 Win=64128 Len=1400 TSval=2819018677 TSecr=12996289 [TCP segment of a reassembled PDU]"
